conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T2/test/23,T2,0,7.342056751251221,5.218548774719238,8.830472946166992,5.267320156097412,5.664087295532227,14.796717461110896,gpt2,layer_count,3
T2/test/24,T2,0,7.342056751251221,5.218548774719238,8.830472946166992,5.267320156097412,5.664087295532227,14.796717461110896,gpt2,layer_count,3
T2/test/25,T2,0,4.982217311859131,2.6400859355926514,7.170097351074219,5.315250873565674,4.312388896942139,11.40400933712328,gpt2,layer_count,3
T2/test/26,T2,0,4.178945541381836,1.4701837301254272,5.848518371582031,4.395270347595215,2.893420934677124,9.028869215719695,gpt2,layer_count,3
T2/test/27,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/28,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/29,T2,0,4.489245414733887,1.818371057510376,5.925837993621826,4.390036106109619,3.313018560409546,9.424641246101457,gpt2,layer_count,3
T2/test/3,T2,0,4.982217311859131,2.6400859355926514,7.170097351074219,5.315250873565674,4.312388896942139,11.40400933712328,gpt2,layer_count,3
T2/test/4,T2,0,4.178945541381836,1.4701837301254272,5.848518371582031,4.395270347595215,2.893420934677124,9.028869215719695,gpt2,layer_count,3
T2/test/5,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/6,T2,0,3.4849209785461426,2.093055009841919,4.668982982635498,2.9987974166870117,2.10526180267334,7.193738165738265,gpt2,layer_count,3
T2/test/7,T2,0,7.342056751251221,5.218548774719238,8.830472946166992,5.267320156097412,5.664087295532227,14.796717461110896,gpt2,layer_count,3
T2/test/8,T2,0,4.489245414733887,1.818371057510376,5.925838470458984,4.390036106109619,3.313018560409546,9.424641545917625,gpt2,layer_count,3
T2/test/9,T2,0,3.335218667984009,1.9128026962280273,4.706382751464844,3.2569122314453125,2.643834114074707,7.384434469025729,gpt2,layer_count,3
T3/test/0,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/1,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
T3/test/10,T3,0,5.506495952606201,3.3786463737487793,7.340899467468262,5.091464519500732,4.744692802429199,12.00252784746398,gpt2,layer_count,3
T3/test/11,T3,0,3.1336238384246826,2.4519202709198,4.452877044677734,3.091728687286377,2.024437427520752,7.022589161017834,gpt2,layer_count,3
T3/test/12,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/13,T3,0,3.704561233520508,1.187398076057434,5.51693868637085,4.615938663482666,3.0373103618621826,8.723671507594307,gpt2,layer_count,3
T3/test/14,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/15,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/16,T3,0,5.506495952606201,3.3786463737487793,7.340899467468262,5.091464519500732,4.744692802429199,12.00252784746398,gpt2,layer_count,3
T3/test/17,T3,0,3.1336238384246826,2.4519202709198,4.452877044677734,3.091728687286377,2.024437427520752,7.022589161017834,gpt2,layer_count,3
T3/test/18,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
